,yi,P(yi = 1| xi)
317,0,0.040629655128490885
318,1,0.9476482294392227
319,1,0.9671033907640497
320,1,0.9703229019973258
321,1,0.9655032084659231
322,1,0.9534666405075519
323,1,0.9681698099316531
324,1,0.9697036798813888
325,1,0.9706341542477064
326,1,0.9708109453298943
327,1,0.970039950799914
328,1,0.1596278670485709
329,1,0.7942929911800274
330,1,0.9708131840739587
331,1,0.9449563153079975
332,1,0.9708137411963799
333,1,0.9708164576703627
334,1,0.970815343795619
335,1,0.9694750653811329
336,1,0.8943892282457178
337,1,0.9694055432485331
338,1,0.9708156383821945
339,1,0.970640696357395
340,1,0.9702906740401922
341,1,0.9670753810865579
342,1,0.8909487417175124
343,1,0.9700920757007255
344,1,0.954255137045102
345,1,0.8953248024134887
346,1,0.970815244951656
347,1,0.9707738188828646
348,1,0.9681784903369683
349,1,0.9556370750635012
350,0,0.04097086660610056
351,1,0.9703690907735085
352,1,0.7855809514090768
353,1,0.9676747335924387
354,1,0.9708145012562263
355,0,0.8198256558038522
356,1,0.9678150269845733
357,1,0.9708129810596094
358,1,0.9316382198577638
359,1,0.9649791882641914
360,0,0.04212854376930087
361,1,0.9604264003834062
362,1,0.9517327303141696
363,1,0.9708130598883397
364,1,0.9659936918860241
365,1,0.9708144150841435
366,1,0.9634281210381633
367,0,0.8869150906865352
368,1,0.9708155635543168
369,1,0.9698543099604986
370,1,0.8417712560461739
371,1,0.9434702711938616
372,1,0.9656326943936696
373,1,0.8214712138764971
374,0,0.09425553010672374
375,0,0.036834987123999664
376,1,0.9708142779304104
377,1,0.9599425685465761
378,1,0.9544473344137373
379,1,0.9696335282933572
380,1,0.9708140223087648
381,1,0.9477162456620982
382,1,0.9701565617636595
383,1,0.953794953367912
384,1,0.949761515383978
385,1,0.9708156377652186
386,1,0.8352888676419038
387,1,0.5292647752326343
388,1,0.8682151347197715
389,1,0.9410735176933247
390,1,0.9688205765536194
391,1,0.8962638369484598
392,1,0.9703749592552702
393,1,0.9708124339324635
394,1,0.42341242961687897
395,1,0.9657769328942638
396,1,0.14014935953287502
397,1,0.969076096140685
398,1,0.7765235145422753
399,1,0.9708135324555458
400,1,0.970589833663546
401,1,0.9708161158890609
402,1,0.9692096651025748
403,1,0.962422284743889
404,1,0.9607210790251782
405,1,0.9115157156209509
406,1,0.9708148875614171
407,1,0.9708152779529831
408,1,0.9668334021201084
409,1,0.9571296111819871
410,1,0.9708138788087426
411,1,0.956671916329914
412,1,0.9603674063344364
413,1,0.9131326585542512
414,1,0.9091156550259368
415,1,0.969359042724508
416,1,0.9708151480475266
417,1,0.9708138753614731
418,0,0.9178451287732384
419,1,0.20315512330253221
420,1,0.9707919270253272
421,1,0.9708136156779308
422,1,0.9692842633460008
423,0,0.8558292253556985
424,0,0.916641678392617
425,1,0.9580714670569961
426,1,0.9708137971384069
427,1,0.9703856871914803
428,1,0.9592090804013598
429,1,0.9708116621289428
430,1,0.965156542930897
431,1,0.9704646724255861
432,1,0.9708164654093014
433,1,0.9685201419717065
434,1,0.9708160266435361
435,0,0.9197331650869257
436,1,0.9701286033509755
437,0,0.897858674835167
438,1,0.9708156286787528
439,1,0.9708045489892363
440,0,0.037373241601024364
441,1,0.9705532236992385
442,1,0.9697934936746595
443,1,0.969458002414151
444,1,0.9549124125737898
445,0,0.9497934200748869
446,1,0.9426191332385472
447,1,0.07153709181592902
448,0,0.9206756839701548
449,1,0.9708151436609762
450,1,0.9708154478742961
451,1,0.9621848556656978
452,1,0.9428379900874508
453,1,0.9686169558382716
454,1,0.9708150032078343
455,1,0.9708133902658276
456,1,0.9708146761150427
457,1,0.970417138694582
458,1,0.9616951586124785
459,1,0.9493968352249669
460,1,0.950275324865653
461,1,0.9695388962145891
462,1,0.24607151437943614
463,1,0.9708143657170787
464,1,0.9707420129068394
465,0,0.21129400295026962
466,1,0.9704145784912439
467,1,0.9489189612068994
468,1,0.9662625209293767
469,1,0.9708127012672028
470,1,0.9708144067829311
471,1,0.9457069119975804
472,1,0.8791748611912278
473,1,0.9410848005808251
474,0,0.7965443973736117
475,0,0.03799388953587944
476,1,0.9708116499285684
477,0,0.6059009734406735
478,1,0.9708132883237411
479,1,0.9707834274260081
480,1,0.620421769521015
481,1,0.9585901682444653
482,1,0.9694170985973575
483,1,0.9554466398101182
484,1,0.8735039549533452
485,1,0.9517775227493264
486,1,0.9646964326039239
487,1,0.970815357548698
488,1,0.9690860802141265
489,1,0.9673001239438843
490,0,0.6707688825292323
491,0,0.03910369099187294
492,0,0.03885766119898595
493,1,0.9684423917738355
494,1,0.9678027149925097
495,1,0.9708164404790365
496,1,0.9684599380945003
497,1,0.9694909433906178
498,1,0.9566001232990022
499,1,0.9708143639065735
500,0,0.5778103021300407
501,1,0.9053302984373669
502,1,0.9708147272043206
503,1,0.9705430482462111
504,1,0.9690416580936141
505,1,0.9481791311759722
506,1,0.9684366259313096
507,1,0.9707819885893386
508,1,0.9672906917679714
509,1,0.9661062332519552
510,1,0.9703591715640311
511,1,0.9707952000656388
512,1,0.7149381248627682
513,0,0.0834682953417385
514,1,0.952958456011352
515,1,0.9493512349078328
516,0,0.1940697393284621
517,1,0.9708156488779751
518,1,0.835314017614909
519,1,0.9660574367216028
520,0,0.37531547266257714
521,1,0.9708096551026028
522,1,0.9673136135178744
523,1,0.9563913897168022
524,0,0.08688738392775382
525,1,0.9622031211806504
526,1,0.7209222744329262
527,1,0.9708150025895375
528,1,0.9691652036114607
529,1,0.9700149690275806
530,1,0.9521117374845023
531,1,0.9699573269444736
532,1,0.9625432382295696
533,1,0.9708150627299977
534,0,0.8374419305855498
535,0,0.03716097876181606
536,1,0.9694578908476013
537,1,0.9701178022489095
538,1,0.9625247305829381
539,1,0.9708153133190522
540,1,0.9708020338561847
541,1,0.9705077201326346
542,1,0.9708161629704677
543,1,0.9699921732467203
544,1,0.968661766898037
545,1,0.9675891102837664
546,1,0.9698941119080209
547,1,0.9690089626749844
548,1,0.9707461704333227
549,1,0.9211011437861243
550,1,0.9675496865950187
551,1,0.9708159092696
552,1,0.9196045813546722
553,1,0.9648946992400715
554,1,0.9708152084292957
555,1,0.9646525329561129
556,1,0.9708126061644095
557,0,0.9453507952286835
558,0,0.5864832921496494
559,1,0.9684845843434738
560,1,0.9698160458570989
561,1,0.9707878385175913
562,1,0.9708053552116575
563,1,0.9705377371471962
564,1,0.9513781391884558
565,1,0.9708112791285707
566,1,0.9665745108833217
567,1,0.9693098202049558
568,0,0.9362671446154627
569,1,0.8490011006278084
570,1,0.9671661938522249
571,1,0.9706888948568502
572,1,0.967281875025698
573,1,0.9708107947331823
574,0,0.9434835376641759
575,0,0.05385299245573307
576,1,0.9616937275273756
577,1,0.9584493385315931
578,0,0.5198466444694995
579,1,0.9708147011567515
580,1,0.9630308940532368
581,1,0.9708141366384563
582,1,0.9688517239390283
583,1,0.965263546203488
584,0,0.10321678608775839
585,1,0.9708059252734911
586,1,0.9705960314953405
587,1,0.3037867912990722
588,0,0.037027386515826335
589,1,0.9554194291706775
590,1,0.970572102631216
591,1,0.9700420947128503
592,1,0.9693827447534357
593,1,0.9708128046402177
594,1,0.9708163860963328
595,1,0.9708157974545598
596,1,0.9708135810961169
597,1,0.9592426187659342
598,1,0.9672820231026795
599,0,0.3506706338621581
600,1,0.9625171655139952
601,1,0.9398660117795054
602,1,0.9592802286044293
603,1,0.9708148267479002
604,1,0.9689172676049566
605,1,0.9708122803311857
606,1,0.9708156547196036
607,1,0.970813363521939
608,1,0.9462177095323696
609,1,0.9683393354985759
610,1,0.9708153465151235
611,1,0.9693987524178926
612,1,0.9692636407021984
613,1,0.9702290321703602
614,1,0.9701719805756621
615,0,0.18537153841707277
616,1,0.9708155868188351
617,1,0.970813115246705
618,1,0.9708162472230002
619,1,0.9708146969248764
620,1,0.9209049627698039
621,1,0.9649722399452901
622,1,0.9692595319272795
623,1,0.9699298940932575
624,1,0.9250939318327038
625,1,0.9690047049934808
626,1,0.8656069810994301
627,1,0.9708012703189361
628,1,0.9686624461138855
629,1,0.9708127575124337
630,1,0.9708158474326138
631,1,0.9635348039471777
632,0,0.05835309309684951
633,1,0.9708140830628255
634,1,0.961429645158054
635,1,0.9707477452707651
636,1,0.9708124918249366
637,1,0.9278210076413848
638,1,0.9706039041140068
639,1,0.9694159560666733
640,1,0.9684981142434668
641,1,0.9661155292789496
642,1,0.9477403494412663
643,1,0.956134322809375
644,0,0.13226055294926248
645,1,0.9707637599341845
646,1,0.635390740157224
647,1,0.9671489159063746
648,0,0.9477552053374939
649,1,0.969512194699585
650,1,0.9686609876220242
651,0,0.2834165936275551
652,1,0.04164378557043899
653,1,0.9700972480571967
654,1,0.9708143600452249
655,1,0.8402359195064563
656,1,0.9641432137834013
657,1,0.9708144909803572
658,1,0.970815251488791
659,1,0.9708150719999781
660,1,0.9708133381616906
661,1,0.9577093718041789
662,1,0.9706396334931601
663,0,0.041105339732481476
664,1,0.9708128727273065
665,1,0.908434968074082
666,1,0.9677372298811241
667,1,0.9701787036048461
668,1,0.9708130014597375
669,1,0.9666286710537143
670,0,0.9686161252420893
671,1,0.9707972287642969
672,1,0.9674507037850516
673,1,0.9371508088147402
674,1,0.9708096791860967
675,1,0.9708154473561794
676,1,0.963669742669838
677,0,0.9531605959722157
678,1,0.7838185512364676
679,1,0.8971470127725087
680,1,0.9708157903219975
681,1,0.8949565337586016
682,1,0.9657147866563548
683,0,0.33190540625884013
684,1,0.9628487596835189
685,0,0.9665854445377796
686,1,0.9518831956894983
687,1,0.9699667683716751
688,1,0.9532818062147653
689,1,0.9708156083972037
690,1,0.9248575591833704
691,1,0.8977946422814294
692,1,0.9708129352113616
693,1,0.9680847697056741
694,1,0.9708161120584242
695,1,0.9708144898656996
696,0,0.046001517130958305
697,1,0.9696386829326391
698,0,0.9117720414790872
699,1,0.9511259517287136
700,1,0.9706590033876082
701,1,0.9708134358633164
702,1,0.9637722727609797
703,1,0.9708129968063341
704,1,0.9680897882883845
705,0,0.19777962121253737
706,1,0.9399252972079222
707,1,0.9682100143796666
708,1,0.9682810521321421
709,0,0.8673711680710465
710,1,0.4799355976790792
711,1,0.9708104331415033
712,1,0.9691652792670494
713,1,0.9702881855832015
714,1,0.9708151201687398
715,1,0.9670146850467903
716,1,0.943220063135826
717,1,0.9467043866559782
718,1,0.4792986862925847
719,1,0.9598721241836019
720,1,0.9687432490992354
721,1,0.9323972320130955
722,0,0.34204173481825195
723,0,0.04264854855873804
724,1,0.9708148421378612
725,1,0.9708151294850241
726,1,0.9585547850268241
727,1,0.659890477100513
728,1,0.8871501555707519
729,1,0.9699572816549843
730,1,0.9708160748537786
731,0,0.7836507368421322
732,1,0.9665701552519017
733,1,0.9698341734306226
734,1,0.9679256441960551
735,0,0.20294534858315805
736,0,0.17245530663039407
737,1,0.9708147417586618
738,1,0.9701163174907753
739,1,0.9702994291181055
740,1,0.7434741910109818
741,1,0.9604334473459142
742,1,0.9705576405696696
743,1,0.9315888924617924
744,1,0.9708161460432312
745,1,0.9695981292453452
746,1,0.9707831828512183
747,1,0.9708045716180175
748,1,0.969760108401464
749,1,0.9708164626874991
750,1,0.9285720296079264
751,1,0.9663426275531
752,1,0.9676354555400156
753,0,0.11352262388876985
754,1,0.7738131614588275
755,1,0.9681949500739941
756,1,0.7199570870032217
757,1,0.9694944869881658
758,1,0.9708163162178819
759,1,0.970815745673859
760,1,0.8653448938977897
761,1,0.970814760441461
762,0,0.8300967871183544
763,1,0.9682034970812771
764,1,0.9708051254160484
765,0,0.7173447877862342
766,1,0.9706841003240816
767,1,0.8683964598764161
768,0,0.28433079035181386
769,1,0.9522310560238149
770,1,0.969150453720178
771,1,0.970814279886833
772,1,0.9708135034747615
773,1,0.969782542059038
774,1,0.2432593154350488
775,1,0.9690030323885619
776,1,0.9707790524168829
777,1,0.9708116443919531
778,1,0.9610021930387933
779,1,0.9672692101930018
780,0,0.11068123755535733
781,1,0.9708157042645782
782,0,0.0647954236803708
783,1,0.658996025614417
784,1,0.1537858015708944
785,1,0.9708156228503272
786,1,0.9612515264463568
787,1,0.9708144701160005
788,1,0.9706528159570681
789,1,0.9708148393119294
790,1,0.9292436504398178
791,1,0.9539847085427363
792,0,0.9341753697053938
793,1,0.9488273609761613
794,1,0.9708162975711344
795,0,0.03959240737314981
796,1,0.9491110790946868
797,1,0.966427379656678
798,1,0.9661310354366991
799,1,0.9660974410609882
800,1,0.970808526152118
801,0,0.39355383890417345
802,1,0.9698709483422968
803,1,0.9679715105713967
804,1,0.9661263464630974
805,1,0.9689728400981938
806,1,0.9497242742347416
807,0,0.9601770950463824
808,1,0.9234407913597966
809,1,0.9538253698937937
810,1,0.9708153577657314
811,1,0.9555881776627121
812,1,0.9668917797100185
813,1,0.8465161705663757
814,1,0.9488520353376171
815,1,0.9701105717150547
816,1,0.9582236501675696
817,1,0.9660406097818832
818,0,0.5708491358701395
819,1,0.970814411745755
820,1,0.9644132738538227
821,1,0.8646132304429044
822,1,0.9707960861866777
823,1,0.9708147352504234
824,1,0.7634422103891019
825,1,0.9649244088826014
826,1,0.3712127132715838
827,1,0.5057615056945276
828,1,0.9062130505067723
829,1,0.8991949695793618
830,0,0.8235939004426124
831,1,0.9660425165641081
832,1,0.9708119598620012
833,1,0.9708147364660851
834,1,0.9703008484488608
835,1,0.9692736974170284
836,1,0.9624339924779243
837,1,0.9700764056499613
838,1,0.9701042958061047
839,1,0.8814155248366774
840,0,0.5989435919613724
841,1,0.965239045546429
842,1,0.9708148266164072
843,1,0.9708148413341624
844,1,0.965882594450742
845,1,0.9708143435916078
846,1,0.9708148813092088
847,1,0.9667852822719076
848,1,0.9259362374745315
849,1,0.967795438726921
850,1,0.9693720318942187
851,1,0.9530206926472058
852,1,0.9707696039794739
853,1,0.9708158031459415
854,1,0.9660648632800957
855,1,0.9708161251537776
856,1,0.9704542129518163
857,1,0.9695957691157009
858,1,0.9695916886767814
859,1,0.9708135764825826
860,1,0.7945145117935594
861,1,0.9708158400903475
862,1,0.970815136016481
863,1,0.9556595408241636
864,1,0.9708094007663384
865,1,0.9708165596774304
866,1,0.9650450411440537
867,1,0.9502908549735023
868,1,0.9698959822741708
869,1,0.9686582450571171
870,1,0.965628922035988
871,1,0.970814498486475
872,1,0.9708129530453506
873,1,0.969743986304939
874,1,0.9658794557766945
875,1,0.9707440086486818
876,1,0.952448525100108
877,1,0.9167263672594756
878,1,0.9702380858992145
879,1,0.9666831151815461
880,1,0.9687560220411994
881,1,0.9708156479895326
882,1,0.9539949122703082
883,1,0.9708166493917194
884,1,0.9461793174304358
885,1,0.9708164052932091
886,1,0.9665255336614876
887,1,0.9708139685627462
888,1,0.9689059481323845
889,1,0.9597858515949721
890,1,0.9708151719602375
891,1,0.9591576517141653
892,1,0.9165622288164771
893,1,0.9481319977161577
894,1,0.9708143262061026
895,1,0.9708147656456623
896,0,0.19430292202567606
897,0,0.8799317032307474
898,1,0.9570614066464742
899,0,0.04035711040861939
900,0,0.9126795178116993
901,1,0.9664641941643876
902,1,0.9708160493987357
903,1,0.9699574409167763
904,1,0.9650365082849672
905,1,0.8687104673414072
906,1,0.9708154409437121
907,1,0.9706562183445377
908,1,0.9687391794730591
909,1,0.9668169897392328
910,0,0.5468830658856614
911,1,0.8791332147263816
912,1,0.970751559074742
913,0,0.1680407419078935
914,1,0.9679063784248456
915,1,0.9708158896034611
916,0,0.08217627131273626
917,1,0.9707464128162551
918,1,0.9391214044707986
919,1,0.9660390568964345
920,1,0.8549700611740061
921,1,0.9667960957391071
922,1,0.9708156065216464
923,1,0.9607248664255611
924,1,0.9655850462146095
925,1,0.04696343346792048
926,0,0.14354743692680133
927,1,0.96533281397957
928,1,0.970804535477817
929,1,0.9708137828629845
930,1,0.9632446440502562
931,0,0.21303237330297237
932,1,0.9339425764268645
933,1,0.9694531736358704
934,1,0.9708151481121996
935,1,0.9473580121263396
936,1,0.9703308030315231
937,1,0.9708160868353991
938,1,0.9509603595693161
939,1,0.736063389352432
940,1,0.9670279910704129
941,1,0.895722671326539
942,1,0.969557878064321
943,1,0.9669472046725545
944,1,0.970815515472973
945,1,0.9708147646516062
946,1,0.9700316025016189
947,1,0.9708131530477504
948,1,0.9567556836521856
949,1,0.9693435764975584
950,0,0.44264885538053517
951,1,0.9688451697444356
952,1,0.9708148213320943
953,1,0.9705348272482401
954,1,0.963315592352545
955,1,0.9680695804436301
956,0,0.17835631555941514
957,1,0.9654028307764685
958,0,0.4052125227449137
959,1,0.5816969135470619
960,1,0.9698759241763224
961,1,0.9694013624101473
962,1,0.9582201639704235
963,0,0.23815583151124145
964,1,0.9708154975789695
965,1,0.9708148001128911
966,1,0.9688263541669173
967,1,0.9690442202233573
968,1,0.9707478032484286
969,1,0.9684375711307375
970,1,0.9682936359434287
971,1,0.07311255435542244
972,1,0.9654425532454394
973,1,0.9707083231712778
974,1,0.9708153257835394
975,1,0.8974392291906155
976,1,0.9708138883691744
977,1,0.970815787625593
978,1,0.9690068592297166
979,1,0.7083676971173282
980,1,0.9696273084759237
981,1,0.9631113703122203
982,0,0.718478197611067
983,1,0.9700030981744632
984,1,0.9708103531275303
985,1,0.3121232737846501
986,1,0.9541151103145381
987,1,0.9708123594845915
988,1,0.9606328208879737
989,1,0.9708153834069542
990,1,0.9658449143792615
991,1,0.940348725752718
992,0,0.04320807757829928
993,1,0.9708016610910315
994,1,0.9693834836505776
995,1,0.9071203722626097
996,1,0.9708157370005583
997,1,0.9618810328506008
998,0,0.1425261904716645
999,1,0.9708156651766299
1000,0,0.04299258185817353
1001,1,0.9025729115069859
1002,1,0.9418645389400467
1003,1,0.9695938260539696
1004,1,0.054606579626001475
1005,0,0.282143489021641
1006,1,0.9627782670964503
1007,1,0.970718748820046
1008,1,0.9575643535188355
1009,1,0.9171421068998848
1010,1,0.9676779650376428
1011,1,0.967962337196443
1012,0,0.8840474823921409
1013,1,0.9144154572710856
1014,1,0.9684363611846092
1015,0,0.31626137912307717
1016,1,0.7432572624721399
1017,1,0.9562066967290563
1018,1,0.9627961013236319
1019,0,0.9451245012367149
1020,1,0.9708072120127333
1021,1,0.9706874305882536
1022,1,0.957188840137136
1023,1,0.9708011112952043
1024,1,0.9577379251195282
1025,1,0.9599914838465328
1026,0,0.8500751877308368
1027,1,0.9708002794474003
1028,1,0.9700884483694685
1029,1,0.970158047192865
1030,0,0.5133794708173255
1031,1,0.9661551169391197
1032,0,0.8514089230873789
1033,0,0.04185375911852415
1034,1,0.9708147942349503
1035,1,0.9363975637493608
1036,1,0.9705976872234338
1037,1,0.9694221827605054
1038,1,0.665352813158853
1039,1,0.9631772551293765
1040,0,0.7822258351701963
1041,1,0.9681061392414325
1042,1,0.9708159422281157
1043,1,0.969794181097327
1044,0,0.060572746706811655
1045,0,0.3317829634153703
1046,1,0.9574645298712404
1047,1,0.9677807841024328
1048,1,0.9324118875408594
1049,1,0.9708131571810064
1050,1,0.8967836445242922
1051,1,0.9708160400153419
1052,1,0.9708144830778966
1053,0,0.053646491847504696
1054,0,0.6092238329864539
1055,1,0.8304228449986579
1056,0,0.9612568698757024
1057,1,0.45123538885242825
1058,1,0.8841462484225246
1059,1,0.9695685496788375
1060,0,0.3132256859145761
1061,0,0.9294235381812603
1062,1,0.958709576007505
1063,1,0.9698549469427332
1064,1,0.9708131593844307
1065,1,0.9629148298085994
1066,1,0.9708131596223357
1067,1,0.2416133632798017
1068,0,0.9396779317343527
1069,1,0.9708121108651392
1070,1,0.9708158639824562
1071,1,0.9639814439353017
1072,1,0.9424117230450904
1073,1,0.9708121428543169
1074,0,0.9117011285554047
1075,1,0.9592234881049082
1076,1,0.9625833243335107
